CustomerID,Age,Number_of_Dependents,JoinDate,Tenure,Avg_Monthly_GB_Download,Monthly_Charges,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Avg_Monthly_Long_Distance_Charges,Total_Long_Distance_Charges,Total_Revenue,Satisfaction_Score,DependencyID,Marital_Status_ID,LocationID,Customer_Status_ID,Internet_Service_ID,BillingID,paymentID,ContractID,Phone_Service_ID
1013,32,0,1/1/2015,72,16,101.3000031,7261.25,0,0,2.25,162,7423.25,3,2,1,306,2,3,2,1,3,3
1014,39,0,5/1/2016,56,19,45.04999924,2560.100098,0,0,0,0,2560.100098,3,2,1,733,2,2,1,1,3,1
1015,58,2,2/1/2015,71,12,95.75,6849.399902,0,0,27.26000023,1935.459961,8784.860352,5,1,2,701,2,3,2,2,3,3
1016,52,1,3/1/2018,34,20,61.25,1993.199951,0,0,0,0,1993.199951,4,1,2,1073,2,2,1,4,2,1
1017,72,0,12/1/2020,1,22,72.09999847,72.09999847,0,0,7.769999981,7.769999981,79.87000275,4,2,1,347,1,3,2,3,1,3
1018,79,0,4/1/2017,45,17,62.70000076,2791.5,0,0,10.67000008,480.1499939,3271.649902,1,2,1,886,3,2,1,2,2,2
1019,67,0,12/1/2020,1,9,25.10000038,25.10000038,0,0,0,0,25.10000038,3,2,1,1101,3,2,2,3,1,1
1020,79,0,11/1/2016,50,0,25.20000076,1306.300049,0,0,31.43000031,1571.5,2877.800049,3,2,2,789,2,1,1,3,2,3
1021,26,0,12/1/2019,13,52,94.09999847,1215.599976,0,0,43.56000137,566.2800293,1781.880005,1,2,2,1663,3,3,1,3,1,3
1022,30,2,2/1/2019,23,30,83.75,1849.949951,0,0,34.90999985,802.9299927,2652.879883,4,1,2,643,2,3,2,3,1,3
1023,22,0,10/1/2020,3,0,19.85000038,57.20000076,0,0,3.119999886,9.359999657,66.55999756,4,2,1,766,1,1,1,4,1,2
1024,34,0,9/1/2020,4,0,20.35000038,76.34999847,0,0,12.43000031,49.72000122,126.0699997,1,1,2,1339,3,1,1,4,1,2
1025,37,1,12/1/2020,1,19,30.5,30.5,0,0,0,0,30.5,1,1,2,337,3,2,1,1,1,1
1026,37,3,6/1/2016,55,57,103.6999969,5656.75,0,20,35.04000092,1927.199951,7603.950195,3,1,2,826,2,3,2,1,2,2
1027,42,3,7/1/2016,54,0,20.39999962,1090.599976,0,0,19.70000076,1063.800049,2154.399902,4,1,2,1226,2,1,1,2,3,2
1028,64,0,11/1/2018,26,0,19.60000038,471.8500061,21.25,0,37.70000076,980.2000122,1430.800049,4,2,1,1277,2,1,2,1,2,2
1029,47,3,4/1/2015,69,0,19.70000076,1396.900024,0,0,38.38999939,2648.909912,4045.810059,5,1,2,1318,2,1,1,1,3,2
1030,23,3,12/1/2017,37,51,91.19999695,3247.550049,0,0,43.00999832,1591.369995,4838.919922,5,1,2,897,2,3,1,2,2,2
1031,48,0,12/1/2016,49,0,20.45000076,900.9000244,0,0,49.58000183,2429.419922,3330.320068,3,2,2,50,2,1,1,1,2,2
1032,28,0,7/1/2015,66,41,115.8000031,7942.149902,0,0,43.77000046,2888.820068,10830.96973,3,2,2,54,2,3,1,1,2,3
1033,28,0,6/1/2015,67,0,20.54999924,1343.400024,30.53000069,0,23.12000084,1549.040039,2861.909912,5,2,1,394,2,1,1,3,2,2
1034,33,1,5/1/2019,20,22,39.40000153,825.4000244,0,0,0,0,825.4000244,3,1,2,1561,2,2,2,2,3,1
1035,31,3,6/1/2017,43,0,25.10000038,1070.150024,0,0,30.63999939,1317.52002,2387.669922,4,1,1,1106,2,1,2,3,3,3
1036,37,0,6/1/2016,55,9,89.80000305,4959.600098,0,0,5.079999924,279.3999939,5239,3,2,2,1153,2,3,2,1,1,3
1037,60,0,2/1/2016,59,14,94.75,5597.649902,0,0,16.38999939,967.0100098,6564.660156,3,2,2,3,2,3,2,3,1,3
1038,48,3,1/1/2020,12,0,20.29999924,224.5,0,0,19.28000069,231.3600006,455.8599854,5,1,2,81,2,1,1,1,3,2
1039,60,3,10/1/2018,27,23,75.75,1929,0,0,25.26000023,682.0200195,2611.02002,3,1,2,487,2,3,2,1,1,3
1040,69,0,11/1/2020,2,27,49.25,91.09999847,0,0,43.99000168,87.98000336,179.0800018,2,2,1,379,3,2,2,3,1,2
1041,20,0,10/1/2018,27,59,78.19999695,2078.949951,0,0,48.90999985,1320.569946,3399.52002,3,2,1,974,2,2,1,4,2,2
1042,31,3,12/1/2018,25,0,25.5,630.5999756,44.41999817,0,23.69000053,592.25,1178.430054,3,1,2,1252,2,1,1,2,3,3
1043,46,0,12/1/2018,25,19,61.59999847,1611,44.90000153,0,6.449999809,161.25,1727.349976,3,1,2,1132,2,2,2,1,2,2
1044,57,1,8/1/2018,29,21,45,1242.449951,12.26000023,0,0,0,1230.189941,4,1,1,172,2,2,2,4,1,1
1045,19,0,1/1/2015,72,52,85.15000153,6316.200195,0,0,32.36000061,2329.919922,8646.120117,3,2,2,703,2,2,2,1,3,3
1046,64,0,11/1/2019,14,12,51.45000076,727.8499756,0,0,24.04000092,336.5599976,1064.410034,3,2,1,1173,2,2,1,2,2,2
1047,38,0,2/1/2018,35,2,99.25,3532,0,0,36.41999817,1274.699951,4806.700195,3,2,1,1198,2,3,2,3,2,2
1048,54,0,12/1/2020,1,9,44.29999924,44.29999924,0,0,42.95000076,42.95000076,87.25,5,2,1,960,1,2,2,4,1,2
1049,50,0,8/1/2018,29,17,94.19999695,2607.600098,0,20,2.049999952,59.45000076,2687.050049,5,2,1,1167,2,3,2,3,1,2
1050,25,0,9/1/2015,64,69,81.25,5567.549805,0,40,5.489999771,351.3599854,5958.910156,3,2,1,1660,2,2,1,3,2,3
1051,35,3,10/1/2017,39,53,99.94999695,3767.399902,0,0,24.37999916,950.8200073,4718.220215,3,1,2,1637,2,3,2,2,1,3
1052,72,0,9/1/2017,40,23,91.55000305,3673.600098,0,0,44.13999939,1765.599976,5439.200195,3,2,1,624,2,3,2,3,1,2
1053,51,0,9/1/2017,40,15,104.5,4036.850098,0,0,37.68999863,1507.599976,5544.450195,1,2,1,400,3,3,2,2,1,3
1054,78,1,2/1/2020,11,29,95,1120.300049,0,120,11.59000015,127.4899979,1367.790039,1,2,1,239,3,3,2,3,1,2
1055,30,0,7/1/2020,6,85,50.34999847,314.5499878,0,0,42.65999985,255.9600067,570.5100098,3,2,2,1060,2,2,1,3,1,3
1056,58,0,7/1/2018,30,15,64.5,1888.449951,0,0,2.640000105,79.19999695,1967.650024,3,2,1,1251,2,2,2,4,1,3
1057,26,0,10/1/2018,27,0,19.39999962,529.7999878,0,0,20.65999985,557.8200073,1087.619995,5,2,1,1137,2,1,2,3,1,2
1058,66,0,3/1/2015,70,28,104.8000031,7308.950195,6.110000134,0,39.49000168,2764.300049,10067.13965,5,2,2,147,2,3,2,3,2,3
1059,20,0,4/1/2016,57,73,109.4000015,6252.700195,0,0,8.010000229,456.5700073,6709.27002,5,2,2,1225,2,3,2,1,2,3
1060,61,0,3/1/2016,58,18,50.29999924,2878.550049,10.22999954,0,18.37000084,1065.459961,3933.780029,5,2,2,364,2,2,1,2,2,2
1061,24,0,9/1/2019,16,48,71.40000153,1212.099976,0,0,25.70999908,411.3599854,1623.459961,5,2,1,90,2,2,2,1,1,3
1062,55,0,4/1/2015,69,27,116,8182.850098,0,0,38.52000046,2657.879883,10840.73047,3,2,2,1286,2,3,2,3,3,3
1063,32,0,12/1/2020,1,0,19.85000038,19.85000038,0,0,31.77000046,31.77000046,51.61999893,2,2,1,1183,3,1,2,3,1,2
1064,59,0,12/1/2020,1,25,99.75,99.75,0,0,40.70999908,40.70999908,140.4600067,1,1,1,53,3,3,2,3,1,3
1065,71,1,5/1/2018,32,23,93.94999695,2861.449951,0,0,31.86000061,1019.52002,3880.969971,5,1,2,409,2,3,2,4,1,2
1066,49,2,9/1/2019,16,12,90.80000305,1442.199951,0,0,48.70999908,779.3599854,2221.560059,3,1,2,416,2,3,2,1,1,3
1067,61,0,12/1/2016,49,10,84.34999847,4059.350098,0,0,39.54999924,1937.949951,5997.299805,2,2,2,787,3,2,1,3,2,3
1068,40,0,2/1/2015,71,29,58.25,4145.899902,0,0,0,0,4145.899902,5,2,2,723,2,2,1,1,3,1
1069,39,0,4/1/2018,33,12,107.5500031,3645.5,0,0,49.68999863,1639.77002,5285.27002,3,2,1,1620,2,3,1,3,1,3
1070,21,0,3/1/2020,10,0,19.95000076,187.75,0,0,49.59999847,496,683.75,4,2,2,1337,2,1,2,1,1,2
1071,24,0,4/1/2019,21,59,111.1999969,2317.100098,0,120,36.25999832,761.460022,3198.560059,3,2,2,827,3,3,2,3,1,3
1072,52,1,12/1/2017,37,23,40.20000076,1448.800049,0,0,0,0,1448.800049,2,1,2,953,3,2,1,1,1,1
1073,71,0,11/1/2018,26,7,85.80000305,2193.649902,0,0,33.74000168,877.2399902,3070.889893,3,2,1,1210,2,3,2,2,1,2
1074,45,0,11/1/2016,50,7,35.40000153,1748.900024,0,0,0,0,1748.900024,3,2,1,1348,2,2,2,4,2,1
1075,29,0,6/1/2020,7,26,73.84999847,511.25,13.02999973,0,28.62000084,200.3399963,698.5599976,3,2,1,373,3,3,2,3,1,3
1076,62,0,12/1/2015,61,28,88.09999847,5526.75,0,0,47.18999863,2878.590088,8405.339844,4,1,2,267,2,2,1,4,3,3
1077,42,0,10/1/2019,15,12,101.3499985,1553.949951,0,0,45.91999817,688.7999878,2242.75,2,2,1,1188,3,3,2,3,1,2
1078,51,2,11/1/2018,26,19,45.79999924,1147,0,0,0,0,1147,4,1,1,221,2,2,1,4,1,1
1079,39,0,1/1/2015,72,23,94.65000153,6747.350098,0,0,33.22000122,2391.840088,9139.19043,3,2,2,1409,2,3,2,3,1,2
1080,64,0,5/1/2017,44,0,20.5,865.0499878,0,0,27.39999962,1205.599976,2070.649902,3,1,2,262,2,1,2,1,2,2
1081,55,0,7/1/2015,66,8,89.40000153,5976.899902,36.02000046,40,48.77999878,3219.47998,9200.360352,3,2,1,1278,2,3,1,2,1,3
1082,40,0,11/1/2020,2,16,86.25,181.6499939,0,0,36.81000137,73.62000275,255.2700043,2,2,1,289,3,3,2,3,1,2
1083,76,0,5/1/2017,44,17,74.84999847,3268.050049,17.90999985,0,7.71999979,339.6799927,3589.820068,5,2,1,105,2,2,1,1,2,2
1084,57,0,1/1/2020,12,6,89.75,1052.400024,0,0,14.38000011,172.5599976,1224.959961,3,2,1,1173,3,3,2,1,1,3
1085,71,0,4/1/2015,69,17,109.9499969,7634.25,0,0,18.40999985,1270.290039,8904.540039,5,2,2,1,2,3,2,3,3,3
1086,25,0,12/1/2020,1,69,80.19999695,80.19999695,0,0,1.230000019,1.230000019,81.43000031,3,2,1,970,3,3,2,4,1,3
1087,24,0,10/1/2020,3,0,19.85000038,63.75,0,0,25.75,77.25,141,1,2,1,1149,3,1,1,4,1,2
1088,19,0,11/1/2020,2,53,90.34999847,190.5,0,0,4.650000095,9.300000191,199.8000031,3,2,2,532,1,3,1,3,1,2
1089,77,0,10/1/2018,27,4,86.44999695,2401.050049,0,0,2.970000029,80.19000244,2481.23999,4,2,1,328,2,3,2,1,1,3
1090,57,0,11/1/2018,26,0,20.29999924,511.25,0,0,13.34000015,346.8399963,858.0900269,5,2,1,782,2,1,2,3,1,2
1091,73,0,10/1/2017,39,21,101.25,3949.149902,0,0,20.14999962,785.8499756,4735,4,2,2,719,2,3,2,3,1,3
1092,41,0,12/1/2018,25,8,94.69999695,2362.100098,0,0,34.88000107,872,3234.100098,1,2,1,1231,3,3,2,1,1,3
1093,43,0,12/1/2020,1,23,70.90000153,70.90000153,0,0,39.81000137,39.81000137,110.7099991,1,2,1,622,3,3,1,4,1,2
1094,48,0,3/1/2019,22,21,54.20000076,1152.699951,0,0,27.23999977,599.2800293,1751.97998,2,2,2,749,3,2,2,3,1,2
1095,56,0,1/1/2015,72,5,114.9000015,8496.700195,0,0,48.36999893,3482.639893,11979.33984,4,2,1,960,2,3,2,3,3,3
1096,51,0,1/1/2019,24,0,19.54999924,470.2000122,0,0,10.64000034,255.3600006,725.5599976,5,2,1,124,2,1,2,1,3,2
1097,34,0,6/1/2019,19,16,86.84999847,1564.400024,0,0,7.840000153,148.9600067,1713.359985,5,2,2,757,2,3,2,3,1,3
1098,21,2,2/1/2015,71,0,25.35000038,1847.550049,0,0,9.199999809,653.2000122,2500.75,5,1,2,347,2,1,1,2,3,3
1099,78,0,4/1/2018,33,20,109.9000015,3694.699951,0,0,25.14999962,829.9500122,4524.649902,3,2,2,398,2,3,2,1,1,3
1100,60,0,10/1/2020,3,0,19.95000076,58,0,0,2.690000057,8.069999695,66.06999969,3,2,1,1194,1,1,1,4,1,2
1101,54,1,2/1/2017,47,13,87.19999695,4017.449951,0,0,1.090000033,51.22999954,4068.679932,3,1,2,1240,2,3,1,3,1,3
1102,42,3,11/1/2015,62,20,108.1500015,6825.649902,0,0,1.75999999,109.1200027,6934.77002,4,1,2,371,2,3,1,4,3,2
1103,22,0,2/1/2015,71,48,116.3000031,8309.549805,0,0,2.880000114,204.4799957,8514.030273,4,2,1,1365,2,3,2,1,2,3
1104,71,0,6/1/2020,7,11,89,605.4500122,0,0,41.97000122,293.7900085,899.2399902,4,2,2,855,2,3,2,3,1,2
1105,56,2,10/1/2018,27,28,74.40000153,1972.349976,0,0,46.65999985,1259.819946,3232.169922,3,1,2,802,2,3,1,4,1,2
1106,33,0,11/1/2020,2,0,20.04999924,33.70000076,0,0,1.809999943,3.619999886,37.31999969,3,2,1,906,1,1,1,4,1,2
1107,32,3,12/1/2018,25,75,35.04999924,844.4500122,0,0,0,0,844.4500122,4,1,1,431,2,2,1,1,3,1
1108,80,0,7/1/2018,30,5,74.75,2111.300049,0,0,38.61000061,1158.300049,3269.600098,4,2,1,79,2,2,2,3,1,2
1109,73,0,3/1/2016,58,19,105.5,6205.5,0,0,16.94000053,982.5200195,7188.02002,1,2,2,736,3,3,2,2,2,2
1110,26,0,3/1/2020,10,82,85.25,855.2999878,0,100,2.019999981,20.20000076,975.5,3,2,2,644,3,3,2,3,1,3
1111,59,0,4/1/2020,9,28,75.19999695,633.8499756,0,0,9.270000458,83.43000031,717.2800293,5,2,1,1371,2,3,2,2,1,3
1112,78,0,7/1/2020,6,17,84.34999847,474.8999939,0,0,28.70999908,172.2599945,647.1599731,3,2,2,542,3,3,2,3,1,3
1113,47,1,4/1/2015,69,16,84.44999695,5848.600098,0,40,38.91999817,2685.47998,8574.080078,3,1,2,1114,2,3,1,1,2,3
1114,68,0,7/1/2015,66,20,102.4000015,6471.850098,0,0,10.44999981,689.7000122,7161.549805,3,2,1,1234,2,3,2,1,3,3
1115,30,0,3/1/2015,70,52,115.5500031,8127.600098,0,0,10.21000004,714.7000122,8842.299805,1,2,1,1321,3,3,1,2,2,3
1116,62,0,12/1/2018,25,0,25.29999924,676.3499756,0,0,5.570000172,139.25,815.5999756,3,2,1,893,3,1,1,1,2,3
1117,52,2,3/1/2017,46,0,19.25,864.2000122,0,0,24.32999992,1119.180054,1983.380005,5,1,2,552,2,1,2,4,3,2
1118,63,0,7/1/2016,54,26,114.6500015,6049.5,0,0,11.39999962,615.5999756,6665.100098,4,2,2,446,2,3,2,4,2,3
1119,54,0,10/1/2019,15,7,105.0999985,1582.75,0,0,22.38999939,335.8500061,1918.599976,1,2,1,885,3,3,1,3,1,2
1120,48,1,1/1/2020,12,0,19.39999962,198.1000061,0,0,8.25,99,297.1000061,3,1,2,1294,2,1,1,1,1,2
1121,51,0,3/1/2019,22,22,50.34999847,1098.849976,0,0,0,0,1098.849976,3,2,1,1036,2,2,2,3,1,1
1122,22,0,3/1/2015,70,85,57.79999924,4039.300049,1.00999999,0,0,0,4038.290039,4,2,2,675,2,2,1,1,3,1
1123,52,0,7/1/2018,30,20,84.30000305,2438.600098,0,130,24.72999954,741.9000244,3310.5,4,2,1,598,2,3,2,2,1,2
1124,22,1,2/1/2015,71,59,100.5500031,7113.75,16.98999977,0,28.34000015,2012.140015,9108.900391,5,1,2,386,2,3,1,1,2,3
1125,33,0,7/1/2018,30,0,19.79999924,576.6500244,0,0,9.81000042,294.2999878,870.9500122,5,2,2,626,2,1,1,2,2,2
1126,26,0,9/1/2020,4,19,84.80000305,371.8999939,0,0,28.77000046,115.0800018,486.980011,3,1,2,373,3,3,2,1,1,3
1127,58,0,11/1/2020,2,28,85.84999847,167.3000031,0,0,14.14000034,28.28000069,195.5800018,1,2,1,327,3,3,2,3,1,2
1128,22,1,3/1/2020,10,0,19.95000076,219.5,0,0,7.860000134,78.59999847,298.1000061,5,1,1,515,2,1,2,1,2,2
1129,66,0,9/1/2020,4,29,75.34999847,273.3999939,0,0,36.40000153,145.6000061,419,3,2,1,246,2,3,1,3,1,2
1130,69,0,9/1/2016,52,19,48.79999924,2555.050049,0,0,0,0,2555.050049,3,2,1,1469,2,2,2,2,1,1
1131,25,0,8/1/2020,5,85,47.15000153,223.1499939,0,0,22.01000023,110.0500031,333.2000122,2,2,1,368,3,2,1,3,1,3
1132,30,3,5/1/2020,8,0,20.14999962,165.5,0,0,2.869999886,22.95999908,188.4600067,4,1,2,1241,2,1,1,4,3,2
1133,73,0,11/1/2020,2,22,44.29999924,89.30000305,0,0,23.90999985,47.81999969,137.1199951,3,2,1,394,1,2,2,3,1,2
1134,46,0,10/1/2020,3,26,84.30000305,235.0500031,0,0,13.72000027,41.15999985,276.2099915,5,2,1,1200,1,3,1,3,1,2
1135,40,0,6/1/2019,19,18,59.54999924,1144.599976,0,0,11.85000038,225.1499939,1369.75,4,2,1,1099,2,2,1,3,1,3
1136,53,0,1/1/2015,72,13,69.65000153,4908.25,0,0,3.660000086,263.519989,5171.77002,5,2,1,798,2,2,1,1,3,3
1137,76,0,10/1/2015,63,7,36.09999847,2298.899902,0,0,0,0,2298.899902,3,2,2,1594,2,2,1,1,2,1
1138,38,0,7/1/2015,66,29,56.59999847,3789.199951,0,0,0,0,3789.199951,4,2,2,218,2,2,2,1,3,1
1139,23,0,12/1/2020,1,27,75.90000153,75.90000153,0,0,44.56000137,44.56000137,120.4599991,3,2,1,532,3,3,2,3,1,2
1140,24,0,1/1/2016,60,48,79.19999695,4765,0,0,15.28999996,917.4000244,5682.399902,3,2,1,1211,2,3,2,1,2,3
1141,43,3,1/1/2017,48,22,45,2196.300049,0,0,0,0,2196.300049,3,1,2,694,2,2,1,2,2,1
1142,45,0,12/1/2020,1,4,85.55000305,85.55000305,0,0,33.34000015,33.34000015,118.8899994,2,2,1,722,3,3,2,2,1,2
1143,49,0,10/1/2019,15,15,93.34999847,1444.650024,0,0,48.93000031,733.9500122,2178.600098,1,2,1,780,3,3,2,3,1,3
1144,62,0,11/1/2016,50,13,109.6500015,5405.799805,0,0,34.56999969,1728.5,7134.299805,3,2,2,555,2,3,2,1,1,3
1145,25,1,1/1/2015,72,30,89.69999695,6339.299805,0,0,33.75,2430,8769.299805,3,1,2,1387,2,2,1,2,3,3
1146,37,0,3/1/2017,46,21,84.25,3847.600098,0,100,43.27000046,1990.420044,5938.02002,4,2,1,1031,2,3,1,4,1,3
1147,35,1,1/1/2015,72,19,92.65000153,6733,0,0,30,2160,8893,4,1,2,1074,2,2,1,1,3,3
1148,37,3,12/1/2020,1,0,19.70000076,19.70000076,0,0,34.27999878,34.27999878,53.97999954,5,1,2,165,1,1,1,4,1,2
1149,19,0,12/1/2020,1,51,50.09999847,50.09999847,0,0,29.12999916,29.12999916,79.23000336,4,2,1,505,1,2,2,3,1,3
1150,69,0,6/1/2015,67,21,92.44999695,6140.850098,0,0,2.569999933,172.1900024,6313.040039,4,2,1,562,2,3,2,1,3,2
1151,44,1,1/1/2017,48,27,79.65000153,3870.300049,0,0,8.93999958,429.1199951,4299.419922,4,1,2,4,2,2,1,3,3,3
1152,19,0,1/1/2015,72,73,109.9000015,7624.200195,0,0,41.90999985,3017.52002,10641.71973,4,2,1,73,2,3,2,3,3,2
1153,64,0,9/1/2016,52,24,81.40000153,4354.450195,0,0,41.34000015,2149.679932,6504.129883,4,2,2,1052,2,2,2,2,2,3
1154,44,3,6/1/2015,67,28,50.54999924,3431.75,0,0,46.90000153,3142.300049,6574.049805,5,1,2,1505,2,2,1,2,2,2
1155,58,0,9/1/2018,28,13,81.05000305,2227.100098,0,0,16.85000038,471.7999878,2698.899902,1,1,2,458,3,3,2,3,1,2
1156,29,1,5/1/2018,32,51,62.45000076,2045.550049,0,0,33.27999878,1064.959961,3110.51001,3,1,2,1108,2,2,1,1,1,3
1157,80,0,10/1/2018,27,25,75.19999695,1929.349976,0,0,7.019999981,189.5399933,2118.889893,1,2,2,523,3,3,2,1,1,2
1158,22,0,10/1/2020,3,73,90.40000153,268.4500122,0,0,31.47999954,94.44000244,362.8900146,5,2,1,1331,1,3,1,3,1,2
1159,22,0,11/1/2020,2,27,85.65000153,181.5,0,0,40.43000031,80.86000061,262.3599854,1,2,1,373,3,3,2,3,1,3
1160,50,2,4/1/2020,9,11,72.90000153,651.4000244,0,0,35.49000168,319.4100037,970.8099976,1,1,1,278,3,2,2,4,1,2
1161,53,2,11/1/2016,50,28,70.5,3486.649902,0,0,44.49000168,2224.5,5711.149902,4,1,2,1420,2,2,2,2,3,3
1162,45,2,2/1/2015,71,0,20.10000038,1389.599976,0,0,31.03000069,2203.129883,3592.72998,3,1,2,1636,2,1,1,1,3,2
1163,76,0,5/1/2018,32,10,74.90000153,2303.350098,0,0,47.34000015,1514.880005,3818.22998,2,2,2,373,3,3,2,3,1,3
1164,57,3,9/1/2019,16,76,100.6999969,1522.699951,0,0,27.27000046,436.3200073,1959.02002,4,1,2,1404,2,3,1,1,1,2
1165,45,3,6/1/2015,67,22,105.6500015,6717.899902,0,0,17.79000092,1191.930054,7909.830078,5,1,2,347,2,3,2,1,3,3
1166,43,1,1/1/2015,72,13,114.3000031,8058.549805,0,0,15.93999958,1147.680054,9206.230469,3,1,2,730,2,3,2,2,3,3
1167,41,0,10/1/2020,3,0,19.75,58.84999847,0,0,24.62999916,73.88999939,132.7400055,3,2,1,1413,3,1,1,3,1,2
1168,22,3,2/1/2019,23,0,24.35000038,538.5,0,0,48.02000046,1104.459961,1642.959961,5,1,2,938,2,1,1,4,2,3
1169,62,2,1/1/2015,72,18,69.84999847,5102.350098,25.23999977,0,28.37000084,2042.640015,7119.75,3,1,2,208,2,2,1,1,3,3
1170,21,2,6/1/2020,7,47,58.84999847,465.7000122,0,0,0,0,465.7000122,3,1,2,38,2,2,1,4,1,1
1171,49,3,5/1/2020,8,57,54.40000153,475.1000061,0,0,1.559999943,12.47999954,487.5799866,4,1,2,134,2,2,2,3,1,2
1172,33,4,7/1/2015,66,23,50.54999924,3364.550049,0,110,0,0,3474.550049,4,1,2,919,2,2,1,1,3,1
1173,30,0,8/1/2020,5,0,21.04999924,113.8499985,0,0,34.25999832,171.3000031,285.1499939,3,2,1,98,3,1,1,4,1,2
1174,38,1,12/1/2016,49,11,103.6999969,5036.299805,0,0,44.33000183,2172.169922,7208.470215,1,2,1,14,3,3,2,1,1,3
1175,56,0,10/1/2015,63,0,19.95000076,1234.800049,0,0,38.36000061,2416.679932,3651.47998,3,2,2,902,2,1,2,1,3,2
1176,70,1,1/1/2020,12,14,29.29999924,355.8999939,0,0,0,0,355.8999939,4,1,2,1084,2,2,2,4,1,1
1177,54,6,10/1/2018,27,53,54.75,1510.300049,0,0,36.18999863,977.1300049,2487.429932,3,1,2,791,2,2,2,2,1,2
1178,57,0,2/1/2018,35,20,60.54999924,1982.599976,0,0,44.81000137,1568.349976,3550.949951,4,2,1,826,2,2,1,3,1,2
1179,40,2,7/1/2016,54,12,86.19999695,4524.049805,0,0,4.329999924,233.8200073,4757.870117,3,1,2,452,2,2,2,3,1,3
1180,56,0,12/1/2020,1,2,95.44999695,95.44999695,0,0,5.590000153,5.590000153,101.0400009,1,2,1,260,3,3,2,3,1,3
1181,38,0,8/1/2020,5,5,63.95000076,318.1000061,0,0,13.96000004,69.80000305,387.8999939,4,2,1,832,2,2,2,2,1,2
1182,61,0,6/1/2019,19,6,65.34999847,1231.849976,0,60,41.79000092,794.0100098,2085.860107,4,2,1,916,2,2,2,1,2,2
1183,35,2,9/1/2016,52,17,50.20000076,2554,27.01000023,0,0,0,2526.98999,4,1,2,1498,2,2,1,4,3,1
1184,61,3,1/1/2015,72,22,63.79999924,4684.299805,0,0,0,0,4684.299805,4,1,2,1275,2,2,2,1,3,1
1185,50,0,5/1/2018,32,0,20.04999924,614.4500122,9.729999542,0,14.90999985,477.1199951,1081.839966,5,2,1,1089,2,1,2,1,3,2
1186,47,0,5/1/2020,8,6,101.1500015,842.9000244,0,0,16.87999916,135.0399933,977.9400024,2,2,2,361,3,3,1,3,1,2
1187,35,0,8/1/2017,41,30,65,2531.800049,0,140,37.54999924,1539.550049,4211.350098,4,2,1,247,2,2,1,4,2,3
1188,32,0,8/1/2020,5,0,19.25,86.05000305,0,0,21.01000023,105.0500031,191.1000061,3,2,1,186,2,1,2,4,1,2
1189,54,1,2/1/2020,11,17,36.04999924,402.6000061,0,100,0,0,502.6000061,4,1,1,77,2,2,2,4,2,1
1190,61,0,8/1/2020,5,11,96.09999847,453.3999939,0,0,31.09000015,155.4499969,608.8499756,1,2,1,328,3,3,2,3,1,2
1191,62,0,9/1/2019,16,0,19.04999924,326.6499939,0,0,41.50999832,664.1599731,990.8099976,5,2,1,939,2,1,1,4,2,2
1192,80,0,2/1/2015,71,9,105.75,7382.850098,0,0,6.099999905,433.1000061,7815.950195,4,2,1,376,2,3,1,1,2,3
